Frame Number ,Layer Number,Overflow Count,Underflow Count,Max GNA value,Scale Factor,Max FP32 value,Mean of Overflowing FP32 values,Median,GNA Layer Name,IR Layer Name
2,81,0,3,2.875,256,2.875,0,0,kActIdentity_81,identity_18
2,348,0,2,2.75,256,2.75,0,0,kActIdentity_348,identity_93
2,87,0,0,0.0527344,512,0.0527344,0,0,kActIdentity_87,identity_19
2,507,29,0,64.0,512,64.0,64.0,64.0,kActIdentity_507,identity_139
2,215,23,0,64.0,512,341.436,74.7522347826087,60.7816,kActIdentity_215,identity_55
2,71,2,0,64.0,512,64.0,64.0,64.0,kActIdentity_71,identity_16
2,557,0,0,0.046875,512,0.046875,0,0,kActIdentity_557,identity_152
2,395,0,34,0.931641,512,0.931641,0,0,kActIdentity_395,identity_106
2,222,39,0,64.0,512,410.642,60.98666923076924,62.2851,kActIdentity_222,identity_58
2,44,0,0,2.08008,512,2.08008,0,0,kActIdentity_44,identity_7
2,412,17,0,63.998,512,63.998,63.99799999999999,63.998,kActIdentity_412,identity_112
2,59,14,0,64.0,512,64.0,64.0,64.0,kActIdentity_59,identity_12
2,500,7,0,64.0,512,64.0,63.99971428571428,64.0,kActIdentity_500,identity_136
2,56,0,0,0.203125,512,0.203125,0,0,kActIdentity_56,identity_11
2,504,0,0,5.29102,512,5.29102,0,0,kActIdentity_504,identity_138
2,294,0,0,0.0390625,512,0.0390625,0,0,kActIdentity_294,identity_77
2,251,0,0,0.0410156,512,0.0285452,0,0,kActIdentity_251,identity_65
2,441,0,0,0.0507812,512,0.0507812,0,0,kActIdentity_441,identity_119
2,579,0,0,0.0371094,512,0.0371094,0,0,kActIdentity_579,identity_158
2,472,0,0,5.70117,512,5.70117,0,0,kActIdentity_472,identity_129
2,464,0,7,2.75,256,2.75,0,0,kActIdentity_464,identity_126
2,468,12,0,64.0,512,64.0,63.999833333333335,64.0,kActIdentity_468,identity_127
2,485,0,4,2.5,256,2.5,0,0,kActIdentity_485,identity_132
2,409,0,0,5.62695,512,5.62695,0,0,kActIdentity_409,identity_111
2,325,0,0,0.0371094,512,0.0371094,0,0,kActIdentity_325,identity_86
2,585,0,47,0.976562,512,0.976562,0,0,kActIdentity_585,identity_160
2,374,6,0,64.0,512,64.0,63.99966666666666,64.0,kActIdentity_374,identity_100
2,105,0,3,3.0,256,11.2216,0,0,kActIdentity_105,identity_24
2,124,0,0,2.57031,512,3.19515,0,0,kActIdentity_124,identity_30
2,359,28,0,64.0,512,64.0,64.0,64.0,kActIdentity_359,identity_97
2,286,33,0,64.0,512,64.0,64.0,64.0,kActIdentity_286,identity_76
2,369,0,4,2.5,256,2.5,0,0,kActIdentity_369,identity_99
2,378,0,0,5.34375,512,5.34375,0,0,kActIdentity_378,identity_102
2,422,0,3,2.75,256,2.75,0,0,kActIdentity_422,identity_114
2,68,0,0,1.55078,512,1.55078,0,0,kActIdentity_68,identity_15
2,89,0,9,3.375,256,3.375,0,0,kActIdentity_89,identity_20
2,296,0,4,2.5,256,2.5,0,0,kActIdentity_296,identity_78
2,66,4,0,64.0,512,64.0,63.998999999999995,63.998999999999995,kActIdentity_66,identity_14
2,542,37,0,64.0,512,64.0,63.998054054054066,63.998,kActIdentity_542,identity_148
2,201,0,4,2.5,256,10.7059,0,0,kActIdentity_201,identity_51
2,30,33,0,64.0,512,64.0,63.99818181818182,63.998,kActIdentity_30,identity_2
2,127,58,0,64.0,512,165.915,68.38029482758621,65.27674999999999,kActIdentity_127,identity_31
2,517,0,2,3.0,256,3.0,0,0,kActIdentity_517,identity_141
2,525,0,0,15.6777,512,15.6777,0,0,kActIdentity_525,identity_144
2,571,62,1,63.998,512,63.998,63.998000000000005,63.998,kActIdentity_571,identity_157
2,186,63,0,64.0,512,290.902,81.28015396825397,67.4685,kActIdentity_186,identity_47
2,141,14,0,64.0,512,291.554,129.4970642857143,104.9489,kActIdentity_141,identity_34
2,191,26,0,64.0,512,286.372,70.82918846153846,69.50595,kActIdentity_191,identity_49
2,279,11,0,63.998,512,63.998,63.998000000000005,63.998,kActIdentity_279,identity_73
2,581,0,3,2.375,256,2.375,0,0,kActIdentity_581,identity_159
2,403,0,1,9.77148,512,9.77148,0,0,kActIdentity_403,identity_108
2,376,62,0,64.0,512,64.0,63.99938709677419,64.0,kActIdentity_376,identity_101
2,156,0,0,0.0410156,512,0.0279632,0,0,kActIdentity_156,identity_38
2,462,0,0,0.0429688,512,0.0429688,0,0,kActIdentity_462,identity_125
2,306,0,53,0.837891,512,0.837891,0,0,kActIdentity_306,identity_80
2,177,0,0,0.0410156,512,0.0397958,0,0,kActIdentity_177,identity_44
2,253,0,4,2.625,256,30.0295,0,0,kActIdentity_253,identity_66
2,544,62,1,64.0,512,64.0,63.99835483870967,63.998,kActIdentity_544,identity_149
2,430,0,0,0.378906,512,0.378906,0,0,kActIdentity_430,identity_117
2,42,32,0,64.0,512,64.0,63.998374999999996,63.998,kActIdentity_42,identity_6
2,213,0,0,9.81055,512,8.59181,0,0,kActIdentity_213,identity_54
2,272,0,0,0.0390625,512,0.0390625,0,0,kActIdentity_272,identity_71
2,118,0,0,12.293,512,10.4491,0,0,kActIdentity_118,identity_27
2,536,0,0,0.0429688,512,0.0429688,0,0,kActIdentity_536,identity_146
2,79,0,0,0.0449219,512,0.0449219,0,0,kActIdentity_79,identity_17
2,240,0,0,0.0429688,512,0.047015,0,0,kActIdentity_240,identity_63
2,356,0,0,9.45117,512,9.45117,0,0,kActIdentity_356,identity_96
2,261,0,0,5.17578,512,5.17578,0,0,kActIdentity_261,identity_69
2,32,0,0,3.72656,512,3.72656,0,0,kActIdentity_32,identity_3
2,549,15,1,64.0,512,64.0,64.0,64.0,kActIdentity_549,identity_151
2,143,67,0,64.0,512,684.073,103.5397313432836,66.0485,kActIdentity_143,identity_35
2,179,0,3,2.625,256,9.91843,0,0,kActIdentity_179,identity_45
2,327,0,8,2.375,256,2.375,0,0,kActIdentity_327,identity_87
2,164,71,0,64.0,512,252.689,76.69411408450702,64.5477,kActIdentity_164,identity_41
2,238,66,0,64.0,512,1052.05,88.1246303030303,62.1452,kActIdentity_238,identity_62
2,496,0,76,0.857422,512,0.857422,0,0,kActIdentity_496,identity_134
2,559,0,3,3.0,256,3.0,0,0,kActIdentity_559,identity_153
2,243,32,0,64.0,512,1052.0,82.34717187500002,60.790800000000004,kActIdentity_243,identity_64
2,451,0,0,5.04297,512,5.04297,0,0,kActIdentity_451,identity_123
2,389,0,0,0.0429688,512,0.0429688,0,0,kActIdentity_389,identity_104
2,314,0,0,1.25391,512,1.25391,0,0,kActIdentity_314,identity_84
2,352,12,0,64.0,512,64.0,63.99866666666668,63.998,kActIdentity_352,identity_94
2,188,0,0,3.83789,512,4.5296,0,0,kActIdentity_188,identity_48
2,433,13,0,63.998,512,63.998,63.99800000000001,63.998,kActIdentity_433,identity_118
2,257,9,0,64.0,512,115.939,78.77452222222222,72.2051,kActIdentity_257,identity_67
2,483,0,0,0.0390625,512,0.0390625,0,0,kActIdentity_483,identity_131
2,502,28,0,64.0,512,64.0,63.999428571428574,64.0,kActIdentity_502,identity_137
2,259,94,0,64.0,512,64.0,63.99829787234041,63.998,kActIdentity_259,identity_68
2,593,0,0,3.02734,512,3.02734,0,0,kActIdentity_593,identity_162
2,145,0,0,0.267578,512,0.730734,0,0,kActIdentity_145,identity_36
2,426,12,0,64.0,512,64.0,63.99900000000002,63.998999999999995,kActIdentity_426,identity_115
2,401,0,85,0.849609,512,0.849609,0,0,kActIdentity_401,identity_107
2,217,97,0,64.0,512,413.458,67.75837113402062,63.3098,kActIdentity_217,identity_56
2,169,23,0,64.0,512,249.233,62.284721739130426,58.5287,kActIdentity_169,identity_43
2,475,34,0,63.998,512,63.998,63.99799999999999,63.998,kActIdentity_475,identity_130
2,158,0,3,2.625,256,19.1084,0,0,kActIdentity_158,identity_39
2,120,13,0,64.0,512,91.6871,62.954,61.1109,kActIdentity_120,identity_28
2,407,44,0,64.0,512,64.0,63.99945454545455,64.0,kActIdentity_407,identity_110
2,443,0,3,3.25,256,3.25,0,0,kActIdentity_443,identity_120
2,568,0,0,17.8066,512,17.8066,0,0,kActIdentity_568,identity_156
2,35,3,0,64.0,512,64.0,64.0,64.0,kActIdentity_35,identity_4
2,528,30,1,64.0,512,64.0,64.0,64.0,kActIdentity_528,identity_145
2,300,0,13,0.96875,512,0.96875,0,0,kActIdentity_300,identity_79
2,274,0,2,2.5,256,2.5,0,0,kActIdentity_274,identity_72
2,591,0,99,0.486328,512,0.486328,0,0,kActIdentity_591,identity_161
2,381,26,0,63.998,512,63.998,63.998000000000005,63.998,kActIdentity_381,identity_103
2,538,0,8,2.75,256,2.75,0,0,kActIdentity_538,identity_147
2,308,0,0,5.73828,512,5.73828,0,0,kActIdentity_308,identity_81
2,498,0,0,28.8262,512,28.8262,0,0,kActIdentity_498,identity_135
2,05,0,0,55.5547,512,55.5728,0,0,kActIdentity_5,identity_13
2,109,0,16,0.96875,512,0.914841,0,0,kActIdentity_109,identity_25
2,546,0,0,10.5273,512,10.5273,0,0,kActIdentity_546,identity_150
2,333,39,0,64.0,512,64.0,63.99907692307692,64.0,kActIdentity_333,identity_89
2,405,5,0,64.0,512,64.0,63.999199999999995,64.0,kActIdentity_405,identity_109
2,391,0,2,2.75,256,2.75,0,0,kActIdentity_391,identity_105
2,331,11,0,64.0,512,64.0,63.99927272727273,64.0,kActIdentity_331,identity_88
2,47,7,0,64.0,512,64.0,64.0,64.0,kActIdentity_47,identity_8
2,54,24,0,64.0,512,64.0,63.99916666666667,64.0,kActIdentity_54,identity_10
2,97,0,2,3.25,256,3.25,0,0,kActIdentity_97,identity_22
2,367,0,0,0.0390625,512,0.0390625,0,0,kActIdentity_367,identity_98
2,184,9,0,63.998,512,110.546,82.1254888888889,83.7099,kActIdentity_184,identity_46
2,122,113,0,64.0,512,169.11,73.55184513274335,69.0837,kActIdentity_122,identity_29
2,07,0,0,60.0449,512,60.2984,0,0,kActIdentity_7,identity_1
2,135,0,0,0.0351562,512,0.0342985,0,0,kActIdentity_135,identity_32
2,523,119,0,64.0,512,64.0,63.99840336134453,63.998,kActIdentity_523,identity_143
2,346,0,0,0.0429688,512,0.0429688,0,0,kActIdentity_346,identity_92
2,116,0,27,0.783203,512,0.771707,0,0,kActIdentity_116,identity_26
2,449,47,0,64.0,512,64.0,63.99897872340426,63.998,kActIdentity_449,identity_122
2,211,0,33,0.90625,512,0.87905,0,0,kActIdentity_211,identity_53
2,454,29,0,64.0,512,64.0,64.0,64.0,kActIdentity_454,identity_124
2,219,0,0,1.80273,512,2.81573,0,0,kActIdentity_219,identity_57
2,354,96,0,64.0,512,64.0,63.99835416666667,63.998,kActIdentity_354,identity_95
2,420,0,0,0.0429688,512,0.0429688,0,0,kActIdentity_420,identity_113
2,281,87,0,64.0,512,64.0,63.99862068965514,63.998,kActIdentity_281,identity_74
2,232,0,4,2.375,256,14.4687,0,0,kActIdentity_232,identity_60
2,335,0,0,1.44531,512,1.44531,0,0,kActIdentity_335,identity_90
2,162,3,0,64.0,512,78.9268,67.41533333333332,64.3153,kActIdentity_162,identity_40
2,317,36,1,63.998,512,63.998,63.998,63.998,kActIdentity_317,identity_85
2,199,0,0,0.0390625,512,0.0373846,0,0,kActIdentity_199,identity_50
2,95,0,0,0.0507812,512,0.0507812,0,0,kActIdentity_95,identity_21
2,566,171,0,64.0,512,64.0,63.99942690058479,64.0,kActIdentity_566,identity_155
2,283,0,0,2.7168,512,2.7168,0,0,kActIdentity_283,identity_75
2,230,0,0,0.0371094,512,0.0352343,0,0,kActIdentity_230,identity_59
2,310,12,0,64.0,512,64.0,63.99950000000001,64.0,kActIdentity_310,identity_82
2,489,0,54,0.939453,512,0.939453,0,0,kActIdentity_489,identity_133
2,205,0,15,0.976562,512,0.999999,0,0,kActIdentity_205,identity_52
2,137,0,2,2.25,256,5.69061,0,0,kActIdentity_137,identity_33
2,428,20,0,64.0,512,64.0,63.99870000000001,63.998,kActIdentity_428,identity_116
2,103,0,0,0.046875,512,0.0415757,0,0,kActIdentity_103,identity_23
2,515,0,0,0.046875,512,0.046875,0,0,kActIdentity_515,identity_140
2,264,24,0,64.0,512,64.0,64.0,64.0,kActIdentity_264,identity_70
2,236,15,0,64.0,512,783.123,148.40913333333336,81.3707,kActIdentity_236,identity_61
2,148,41,1,64.0,512,683.342,117.34953902439025,65.3178,kActIdentity_148,identity_37
2,521,33,0,64.0,512,64.0,63.998969696969695,63.998,kActIdentity_521,identity_142
2,312,105,0,64.0,512,64.0,63.99933333333335,64.0,kActIdentity_312,identity_83
2,447,4,0,64.0,512,64.0,63.99849999999999,63.998,kActIdentity_447,identity_121
2,470,108,0,64.0,512,64.0,63.99953703703703,64.0,kActIdentity_470,identity_128
2,166,0,0,3.32617,512,3.45626,0,0,kActIdentity_166,identity_42
2,338,24,0,64.0,512,64.0,64.0,64.0,kActIdentity_338,identity_91
2,03,5,0,64.0,512,307.578,115.55734,67.128,kActIdentity_3,identity_9
3,564,30,0,63.998,512,115.977,99.13532000000001,102.48949999999999,kActIdentity_564,identity_154
3,01,6,0,64.0,512,76.5479,70.30213333333333,68.94895,kActIdentity_1,identity_5
3,81,0,4,2.875,256,13.8965,0,0,kActIdentity_81,identity_18
3,348,0,1,3.0,256,12.8548,0,0,kActIdentity_348,identity_93
3,87,0,0,0.0527344,512,0.0558673,0,0,kActIdentity_87,identity_19
3,507,7,0,64.0,512,70.6738,47.07065714285715,47.2658,kActIdentity_507,identity_139
3,215,16,0,64.0,512,329.221,74.25552499999999,57.66485,kActIdentity_215,identity_55
3,71,4,0,64.0,512,89.2796,64.75805,60.8878,kActIdentity_71,identity_16
3,557,0,0,0.0507812,512,0.0302126,0,0,kActIdentity_557,identity_152
3,395,0,33,0.943359,512,0.990548,0,0,kActIdentity_395,identity_106
3,222,19,0,64.0,512,637.482,57.7247947368421,57.5485,kActIdentity_222,identity_58
3,44,0,0,2.27539,512,2.65695,0,0,kActIdentity_44,identity_7
3,412,37,1,63.998,512,189.122,81.15581621621622,74.4246,kActIdentity_412,identity_112
3,59,23,0,64.0,512,926.745,114.59617826086959,69.167,kActIdentity_59,identity_12
3,500,1,0,64.0,512,58.64,54.0379,54.0379,kActIdentity_500,identity_136
3,56,0,0,0.0214844,512,0.456432,0,0,kActIdentity_56,identity_11
3,504,0,0,3.44922,512,1.50797,0,0,kActIdentity_504,identity_138
3,294,0,0,0.0390625,512,0.0389176,0,0,kActIdentity_294,identity_77
3,251,0,0,0.0410156,512,0.025401,0,0,kActIdentity_251,identity_65
3,441,0,0,0.046875,512,0.0358203,0,0,kActIdentity_441,identity_119
3,579,0,0,0.0449219,512,0.0379833,0,0,kActIdentity_579,identity_158
3,472,0,0,1.80469,512,1.83818,0,0,kActIdentity_472,identity_129
3,464,0,4,2.5,256,4.36018,0,0,kActIdentity_464,identity_126
3,468,7,0,64.0,512,287.608,145.86960000000002,81.7435,kActIdentity_468,identity_127
3,485,0,1,2.375,256,3.86762,0,0,kActIdentity_485,identity_132
3,409,0,0,3.08203,512,2.39976,0,0,kActIdentity_409,identity_111
3,325,0,0,0.0429688,512,0.0464948,0,0,kActIdentity_325,identity_86
3,585,0,45,0.986328,512,1.0,0,0,kActIdentity_585,identity_160
3,374,9,1,64.0,512,204.518,80.96662222222224,69.1164,kActIdentity_374,identity_100
3,105,0,4,3.0,256,12.1713,0,0,kActIdentity_105,identity_24
3,124,0,0,3.41211,512,4.23498,0,0,kActIdentity_124,identity_30
3,359,19,0,64.0,512,114.068,55.49369315789473,51.5292,kActIdentity_359,identity_97
3,286,25,0,64.0,512,389.22,64.512364,62.2169,kActIdentity_286,identity_76
3,369,0,11,2.875,256,5.78807,0,0,kActIdentity_369,identity_99
3,378,0,0,2.75977,512,1.96028,0,0,kActIdentity_378,identity_102
3,422,0,2,2.5,256,6.62751,0,0,kActIdentity_422,identity_114
3,68,0,0,0.697266,512,0.681588,0,0,kActIdentity_68,identity_15
3,89,0,2,3.375,256,4.98781,0,0,kActIdentity_89,identity_20
3,296,0,3,2.5,256,15.1475,0,0,kActIdentity_296,identity_78
3,66,10,0,64.0,512,89.9612,70.12463,67.88640000000001,kActIdentity_66,identity_14
3,542,29,0,63.998,512,152.91,137.54524827586206,148.467,kActIdentity_542,identity_148
3,201,0,2,2.625,256,11.5562,0,0,kActIdentity_201,identity_51
3,30,37,0,64.0,512,304.539,94.5667,71.0599,kActIdentity_30,identity_2
3,127,37,0,64.0,512,187.064,66.6237054054054,64.0044,kActIdentity_127,identity_31
3,517,0,3,3.375,256,5.55864,0,0,kActIdentity_517,identity_141
3,525,0,0,12.9219,512,12.3679,0,0,kActIdentity_525,identity_144
3,571,48,0,63.998,512,186.295,129.47454375,163.1445,kActIdentity_571,identity_157
3,186,59,0,64.0,512,299.312,78.75193050847457,61.6003,kActIdentity_186,identity_47
3,141,13,0,64.0,512,321.964,137.12301538461537,107.489,kActIdentity_141,identity_34
3,191,38,0,64.0,512,292.586,64.6967,62.94125,kActIdentity_191,identity_49
3,279,13,0,63.998,512,166.289,74.26425384615385,52.5351,kActIdentity_279,identity_73
3,581,0,6,2.875,256,7.07607,0,0,kActIdentity_581,identity_159
3,403,0,0,16.9062,512,16.5759,0,0,kActIdentity_403,identity_108
3,376,33,0,64.0,512,94.4804,61.14172424242424,59.7264,kActIdentity_376,identity_101
3,156,0,0,0.0449219,512,0.0245797,0,0,kActIdentity_156,identity_38
3,462,0,0,0.0390625,512,0.0358676,0,0,kActIdentity_462,identity_125
3,306,0,59,0.917969,512,0.947709,0,0,kActIdentity_306,identity_80
3,177,0,0,0.0449219,512,0.0475799,0,0,kActIdentity_177,identity_44
3,253,0,4,2.625,256,33.5976,0,0,kActIdentity_253,identity_66
3,544,57,0,64.0,512,300.624,156.43205614035088,85.9901,kActIdentity_544,identity_149
3,430,0,0,0.582031,512,1.30234,0,0,kActIdentity_430,identity_117
3,42,53,0,64.0,512,350.114,80.99497924528302,70.0148,kActIdentity_42,identity_6
3,213,0,1,12.6133,512,9.61273,0,0,kActIdentity_213,identity_54
3,272,0,0,0.0429688,512,0.0467532,0,0,kActIdentity_272,identity_71
3,118,0,0,16.2695,512,13.0848,0,0,kActIdentity_118,identity_27
3,536,0,0,0.0488281,512,0.0107559,0,0,kActIdentity_536,identity_146
3,79,0,0,0.0449219,512,0.039995,0,0,kActIdentity_79,identity_17
3,240,0,0,0.414062,512,0.193884,0,0,kActIdentity_240,identity_63
3,356,0,0,6.47266,512,6.93426,0,0,kActIdentity_356,identity_96
3,261,0,0,0.845703,512,1.95694,0,0,kActIdentity_261,identity_69
3,32,0,0,4.19727,512,4.5634,0,0,kActIdentity_32,identity_3
3,549,4,0,64.0,512,288.77,44.193525,38.79115,kActIdentity_549,identity_151
3,143,48,0,64.0,512,869.044,133.36322499999997,63.85355,kActIdentity_143,identity_35
3,179,0,4,2.875,256,8.68831,0,0,kActIdentity_179,identity_45
3,327,0,0,2.75,256,7.80196,0,0,kActIdentity_327,identity_87
3,164,35,0,64.0,512,183.607,78.69640571428572,67.8663,kActIdentity_164,identity_41
3,238,44,0,64.0,512,1322.49,103.80405,56.000299999999996,kActIdentity_238,identity_62
3,496,0,46,0.892578,512,0.800772,0,0,kActIdentity_496,identity_134
3,559,0,6,3.25,256,8.7245,0,0,kActIdentity_559,identity_153
3,243,27,0,63.998,512,1322.69,101.50821111111111,54.6053,kActIdentity_243,identity_64
3,451,0,0,10.8906,512,12.3526,0,0,kActIdentity_451,identity_123
3,389,0,0,0.0429688,512,0.0461188,0,0,kActIdentity_389,identity_104
3,314,0,0,0.65625,512,0.192739,0,0,kActIdentity_314,identity_84
3,352,10,0,64.0,512,66.8328,32.809753799999996,29.2219,kActIdentity_352,identity_94
3,188,0,0,6.67188,512,6.72607,0,0,kActIdentity_188,identity_48
3,433,11,0,64.0,512,687.189,66.0217909090909,62.8179,kActIdentity_433,identity_118
3,257,4,1,64.0,512,70.918,56.508475000000004,56.4371,kActIdentity_257,identity_67
3,483,0,0,0.0371094,512,0.0361245,0,0,kActIdentity_483,identity_131
3,502,7,0,64.0,512,72.1818,52.1145,50.6887,kActIdentity_502,identity_137
3,259,49,0,64.0,512,148.699,60.39282857142858,57.0906,kActIdentity_259,identity_68
3,593,0,1,3.76367,512,1.14469,0,0,kActIdentity_593,identity_162
3,145,0,0,0.861328,512,0.561553,0,0,kActIdentity_145,identity_36
3,426,5,0,64.0,512,121.186,98.44226,99.5903,kActIdentity_426,identity_115
3,401,0,65,0.917969,512,0.906793,0,0,kActIdentity_401,identity_107
3,217,85,0,64.0,512,640.262,70.01111529411764,58.7281,kActIdentity_217,identity_56
3,169,7,0,64.0,512,182.605,57.11251428571428,57.7845,kActIdentity_169,identity_43
3,475,68,0,63.998,512,107.064,69.84421029411763,67.8049,kActIdentity_475,identity_130
3,158,0,0,2.875,256,21.347,0,0,kActIdentity_158,identity_39
3,120,11,0,64.0,512,76.3726,64.10928181818181,65.4628,kActIdentity_120,identity_28
3,407,64,0,64.0,512,186.722,79.72866875,74.1315,kActIdentity_407,identity_110
3,443,0,1,3.0,256,24.6153,0,0,kActIdentity_443,identity_120
3,568,0,0,6.98828,512,8.3752,0,0,kActIdentity_568,identity_156
3,35,3,1,64.0,512,299.976,74.96936666666666,69.0876,kActIdentity_35,identity_4
3,528,19,1,64.0,512,835.225,486.5965842105263,634.581,kActIdentity_528,identity_145
3,300,0,17,0.933594,512,0.999871,0,0,kActIdentity_300,identity_79
3,274,0,5,2.75,256,6.86067,0,0,kActIdentity_274,identity_72
3,591,0,96,0.912109,512,0.655113,0,0,kActIdentity_591,identity_161
3,381,21,0,63.998,512,96.4407,65.76677142857143,67.044,kActIdentity_381,identity_103
3,538,0,5,3.125,256,8.98356,0,0,kActIdentity_538,identity_147
3,308,0,0,7.17578,512,6.69323,0,0,kActIdentity_308,identity_81
3,498,0,0,26.9746,512,24.4022,0,0,kActIdentity_498,identity_135
3,05,0,0,46.9941,512,47.0434,0,0,kActIdentity_5,identity_13
3,109,0,14,0.970703,512,0.914039,0,0,kActIdentity_109,identity_25
3,546,0,0,12.9727,512,11.8535,0,0,kActIdentity_546,identity_150
3,333,19,0,64.0,512,252.709,71.29321052631579,61.9684,kActIdentity_333,identity_89
3,405,3,0,64.0,512,72.7907,59.06016666666667,59.8151,kActIdentity_405,identity_109
3,391,0,4,2.75,256,4.44773,0,0,kActIdentity_391,identity_105
3,331,12,0,64.0,512,270.559,95.23369166666667,60.15915,kActIdentity_331,identity_88
3,47,11,0,64.0,512,347.457,71.14518181818181,67.6814,kActIdentity_47,identity_8
3,54,23,0,64.0,512,927.202,114.65571739130436,68.7106,kActIdentity_54,identity_10
3,97,0,0,3.25,256,32.0312,0,0,kActIdentity_97,identity_22
3,367,0,0,0.0449219,512,0.0507421,0,0,kActIdentity_367,identity_98
3,184,4,0,63.998,512,92.4095,82.1788,83.3984,kActIdentity_184,identity_46
3,122,111,0,64.0,512,191.299,72.09773693693694,67.2338,kActIdentity_122,identity_29
3,07,0,1,63.0156,512,63.4098,0,0,kActIdentity_7,identity_1
3,135,0,0,0.0371094,512,0.0357979,0,0,kActIdentity_135,identity_32
3,523,55,0,64.0,512,847.593,444.39698363636364,622.214,kActIdentity_523,identity_143
3,346,0,0,0.046875,512,0.0509086,0,0,kActIdentity_346,identity_92
3,116,0,30,0.857422,512,0.832782,0,0,kActIdentity_116,identity_26
3,449,93,0,64.0,512,124.724,72.10668387096774,67.2506,kActIdentity_449,identity_122
3,211,0,41,0.861328,512,0.843405,0,0,kActIdentity_211,identity_53
3,454,73,0,64.0,512,121.563,73.3071493150685,71.7205,kActIdentity_454,identity_124
3,219,0,0,1.12109,512,2.7801,0,0,kActIdentity_219,identity_57
3,354,47,0,64.0,512,107.134,59.1816829787234,61.3075,kActIdentity_354,identity_95
3,420,0,0,0.0390625,512,0.0350435,0,0,kActIdentity_420,identity_113
3,281,72,0,64.0,512,394.295,73.67603611111112,62.6207,kActIdentity_281,identity_74
3,232,0,3,2.375,256,22.3671,0,0,kActIdentity_232,identity_60
3,335,0,0,0.126953,512,0.201945,0,0,kActIdentity_335,identity_90
3,162,3,0,64.0,512,65.5871,62.649333333333345,64.3302,kActIdentity_162,identity_40
3,317,25,0,63.998,512,167.803,66.69188,61.4479,kActIdentity_317,identity_85
3,199,0,0,0.0410156,512,0.0394969,0,0,kActIdentity_199,identity_50
3,95,0,0,0.0507812,512,0.0345631,0,0,kActIdentity_95,identity_21
3,566,61,0,64.0,512,177.919,104.62250491803277,102.66,kActIdentity_566,identity_155
3,283,0,0,3.97461,512,5.07417,0,0,kActIdentity_283,identity_75
3,230,0,0,0.0371094,512,0.0350866,0,0,kActIdentity_230,identity_59
3,310,8,0,64.0,512,397.831,100.168875,50.220600000000005,kActIdentity_310,identity_82
3,489,0,38,0.931641,512,0.912884,0,0,kActIdentity_489,identity_133
3,205,0,7,0.980469,512,1.0,0,0,kActIdentity_205,identity_52
3,137,0,2,2.375,256,6.69649,0,0,kActIdentity_137,identity_33
3,428,30,0,64.0,512,688.492,111.57800666666667,68.3747,kActIdentity_428,identity_116
3,103,0,0,0.046875,512,0.0405742,0,0,kActIdentity_103,identity_23
3,515,0,0,0.0527344,512,0.0786519,0,0,kActIdentity_515,identity_140
3,264,18,0,64.0,512,146.742,39.84931111111111,41.48375,kActIdentity_264,identity_70
3,236,13,0,64.0,512,778.171,148.5721,64.7929,kActIdentity_236,identity_61
3,148,27,0,64.0,512,868.482,168.84886666666665,62.7245,kActIdentity_148,identity_37
3,521,33,1,64.0,512,578.84,480.0476969696969,528.011,kActIdentity_521,identity_142
3,312,42,0,64.0,512,167.996,66.63687857142857,62.2368,kActIdentity_312,identity_83
3,447,6,0,64.0,512,401.591,130.62013333333334,75.55080000000001,kActIdentity_447,identity_121
3,470,88,0,64.0,512,105.225,68.83381363636363,67.60730000000001,kActIdentity_470,identity_128
3,166,0,0,0.460938,512,1.00222,0,0,kActIdentity_166,identity_42
3,338,13,0,64.0,512,252.507,63.86698461538462,66.3036,kActIdentity_338,identity_91
3,03,6,0,64.0,512,323.279,115.38116666666667,74.61805000000001,kActIdentity_3,identity_9
4,564,40,0,64.0,512,116.193,93.59393750000001,104.688,kActIdentity_564,identity_154
4,01,1,1,63.998,512,93.8173,93.8173,93.8173,kActIdentity_1,identity_5
4,81,0,2,2.875,256,14.0873,0,0,kActIdentity_81,identity_18
4,348,0,2,2.875,256,19.8305,0,0,kActIdentity_348,identity_93
4,87,0,0,0.0507812,512,0.0529453,0,0,kActIdentity_87,identity_19
4,507,7,0,64.0,512,80.2001,65.7245,61.9124,kActIdentity_507,identity_139
4,215,12,0,64.0,512,381.142,86.70044166666668,56.41545,kActIdentity_215,identity_55
4,71,11,0,63.998,512,88.0008,70.25094545454546,69.0975,kActIdentity_71,identity_16
4,557,0,0,0.0527344,512,0.036222,0,0,kActIdentity_557,identity_152
4,395,0,28,0.855469,512,0.989778,0,0,kActIdentity_395,identity_106
4,222,22,0,64.0,512,686.392,47.25620454545454,45.25945,kActIdentity_222,identity_58
4,44,0,0,2.68945,512,2.97886,0,0,kActIdentity_44,identity_7
4,412,15,0,64.0,512,289.096,83.68361333333335,77.9092,kActIdentity_412,identity_112
4,59,13,0,64.0,512,1068.01,161.18625384615385,68.4088,kActIdentity_59,identity_12
4,500,2,0,64.0,512,68.7878,64.50635,64.50635,kActIdentity_500,identity_136
4,56,0,0,0.0683594,512,0.458788,0,0,kActIdentity_56,identity_11
4,504,0,0,4.60742,512,7.246,0,0,kActIdentity_504,identity_138
4,294,0,0,0.0390625,512,0.038202,0,0,kActIdentity_294,identity_77
4,251,0,0,0.0410156,512,0.0226256,0,0,kActIdentity_251,identity_65
