Frame Number ,Layer Number,Overflow Count,Underflow Count,Max GNA value,Scale Factor,Max FP32 value,Mean of Overflowing FP32 values,Median,GNA Layer Name,IR Layer Name
4,441,0,0,0.0546875,512,0.0304739,0,0,kActIdentity_441,identity_119
4,579,0,0,0.0488281,512,0.0365746,0,0,kActIdentity_579,identity_158
4,472,0,0,1.91016,512,1.79381,0,0,kActIdentity_472,identity_129
4,464,0,2,2.875,256,4.76102,0,0,kActIdentity_464,identity_126
4,468,5,0,64.0,512,232.524,146.33748,142.505,kActIdentity_468,identity_127
4,485,0,2,2.75,256,7.24884,0,0,kActIdentity_485,identity_132
4,409,0,0,0.734375,512,2.10914,0,0,kActIdentity_409,identity_111
4,325,0,0,0.0429688,512,0.043298,0,0,kActIdentity_325,identity_86
4,585,0,32,0.990234,512,0.999999,0,0,kActIdentity_585,identity_160
4,374,9,0,64.0,512,155.711,71.55577777777778,57.7782,kActIdentity_374,identity_100
4,105,0,3,3.0,256,10.72,0,0,kActIdentity_105,identity_24
4,124,0,0,3.90234,512,4.21946,0,0,kActIdentity_124,identity_30
4,359,11,0,64.0,512,125.175,53.89496363636365,54.0447,kActIdentity_359,identity_97
4,286,48,0,64.0,512,428.17,58.87919791666667,59.06315,kActIdentity_286,identity_76
4,369,0,5,2.875,256,6.25889,0,0,kActIdentity_369,identity_99
4,378,0,0,0.779297,512,0.66701,0,0,kActIdentity_378,identity_102
4,422,0,1,2.75,256,10.9374,0,0,kActIdentity_422,identity_114
4,68,0,0,0.148438,512,0.208745,0,0,kActIdentity_68,identity_15
4,89,0,2,3.25,256,4.65923,0,0,kActIdentity_89,identity_20
4,296,0,5,2.5,256,16.3569,0,0,kActIdentity_296,identity_78
4,66,13,0,64.0,512,87.7921,68.6277076923077,68.6377,kActIdentity_66,identity_14
4,542,27,0,63.998,512,128.238,118.02085185185186,124.455,kActIdentity_542,identity_148
4,201,0,6,2.375,256,10.0342,0,0,kActIdentity_201,identity_51
4,30,29,0,64.0,512,259.293,95.86134137931033,71.44,kActIdentity_30,identity_2
4,127,42,0,64.0,512,168.822,58.55535714285714,58.1806,kActIdentity_127,identity_31
4,517,0,7,3.75,256,5.28785,0,0,kActIdentity_517,identity_141
4,525,0,0,11.2969,512,12.4768,0,0,kActIdentity_525,identity_144
4,571,46,0,63.998,512,185.96,139.8452608695652,168.3715,kActIdentity_571,identity_157
4,186,106,0,64.0,512,260.163,64.41243962264151,55.72995,kActIdentity_186,identity_47
4,141,16,0,64.0,512,370.083,127.01541875000001,71.93260000000001,kActIdentity_141,identity_34
4,191,54,0,64.0,512,252.629,62.737153703703704,63.11295,kActIdentity_191,identity_49
4,279,14,1,64.0,512,213.763,87.15955000000001,62.87915,kActIdentity_279,identity_73
4,581,0,1,3.125,256,6.80139,0,0,kActIdentity_581,identity_159
4,403,0,0,16.752,512,16.5144,0,0,kActIdentity_403,identity_108
4,376,85,0,64.0,512,155.834,62.350450588235304,58.8001,kActIdentity_376,identity_101
4,156,0,0,0.0410156,512,0.024084,0,0,kActIdentity_156,identity_38
4,462,0,0,0.0449219,512,0.0452847,0,0,kActIdentity_462,identity_125
4,306,0,51,0.857422,512,0.968695,0,0,kActIdentity_306,identity_80
4,177,0,0,0.0429688,512,0.0487852,0,0,kActIdentity_177,identity_44
4,253,0,4,2.625,256,33.7647,0,0,kActIdentity_253,identity_66
4,544,48,0,63.998,512,248.58,148.07095625,156.46550000000002,kActIdentity_544,identity_149
4,430,0,0,0.648438,512,0.262488,0,0,kActIdentity_430,identity_117
4,42,36,0,64.0,512,346.371,84.60134999999998,73.07305,kActIdentity_42,identity_6
4,213,0,0,13.0254,512,10.498,0,0,kActIdentity_213,identity_54
4,272,0,0,0.0390625,512,0.0447793,0,0,kActIdentity_272,identity_71
4,118,0,0,18.5391,512,14.0039,0,0,kActIdentity_118,identity_27
4,536,0,0,0.0527344,512,0.00910502,0,0,kActIdentity_536,identity_146
4,79,0,0,0.0449219,512,0.041024,0,0,kActIdentity_79,identity_17
4,240,0,0,0.490234,512,0.285071,0,0,kActIdentity_240,identity_63
4,356,0,0,4.19336,512,4.58905,0,0,kActIdentity_356,identity_96
4,261,0,0,0.441406,512,0.340845,0,0,kActIdentity_261,identity_69
4,32,0,0,5.31055,512,5.39373,0,0,kActIdentity_32,identity_3
4,549,5,0,64.0,512,233.854,44.3866,42.603,kActIdentity_549,identity_151
4,143,75,0,64.0,512,910.665,102.74598666666667,55.6802,kActIdentity_143,identity_35
4,179,0,3,2.75,256,5.89142,0,0,kActIdentity_179,identity_45
4,327,0,5,2.75,256,16.8522,0,0,kActIdentity_327,identity_87
4,164,57,0,64.0,512,120.626,64.69366140350877,57.7141,kActIdentity_164,identity_41
4,238,41,0,64.0,512,1492.04,106.28533902439025,44.9768,kActIdentity_238,identity_62
4,496,0,36,0.917969,512,0.795835,0,0,kActIdentity_496,identity_134
4,559,0,4,3.375,256,8.47068,0,0,kActIdentity_559,identity_153
4,243,26,0,63.998,512,1492.32,99.7886346153846,43.7248,kActIdentity_243,identity_64
4,451,0,0,6.66016,512,10.7078,0,0,kActIdentity_451,identity_123
4,389,0,0,0.0371094,512,0.0392892,0,0,kActIdentity_389,identity_104
4,314,0,0,0.542969,512,1.42841,0,0,kActIdentity_314,identity_84
4,352,9,0,64.0,512,71.7525,38.846176666666665,41.0189,kActIdentity_352,identity_94
4,188,0,0,8.46289,512,7.53409,0,0,kActIdentity_188,identity_48
4,433,7,0,63.998,512,1134.3,329.0396142857143,200.592,kActIdentity_433,identity_118
4,257,16,0,64.0,512,82.2048,50.94989375,49.6552,kActIdentity_257,identity_67
4,483,0,0,0.0429688,512,0.039713,0,0,kActIdentity_483,identity_131
4,502,8,0,64.0,512,72.9541,54.7505,52.7036,kActIdentity_502,identity_137
4,259,62,0,64.0,512,146.728,54.38921629032259,49.28125,kActIdentity_259,identity_68
4,593,0,0,5.64062,512,0.425466,0,0,kActIdentity_593,identity_162
4,145,0,0,0.662109,512,0.645102,0,0,kActIdentity_145,identity_36
4,426,4,0,64.0,512,328.323,138.72899999999998,82.1575,kActIdentity_426,identity_115
4,401,0,54,0.972656,512,0.932937,0,0,kActIdentity_401,identity_107
4,217,75,0,64.0,512,689.456,67.82030399999998,57.3352,kActIdentity_217,identity_56
4,169,42,0,63.998,512,120.762,68.80819761904763,63.831,kActIdentity_169,identity_43
4,475,12,0,64.0,512,182.531,60.90338333333333,62.9116,kActIdentity_475,identity_130
4,158,0,5,2.625,256,21.9169,0,0,kActIdentity_158,identity_39
4,120,10,0,64.0,512,69.8875,60.807230000000004,59.6607,kActIdentity_120,identity_28
4,407,49,0,64.0,512,291.205,81.03138163265305,73.154,kActIdentity_407,identity_110
4,443,0,7,3.5,256,34.5667,0,0,kActIdentity_443,identity_120
4,568,0,0,7.33984,512,6.53259,0,0,kActIdentity_568,identity_156
4,35,2,0,64.0,512,253.899,74.28925,74.28925,kActIdentity_35,identity_4
4,528,18,1,64.0,512,1000.97,613.8204555555556,757.63,kActIdentity_528,identity_145
4,300,0,17,0.904297,512,0.999879,0,0,kActIdentity_300,identity_79
4,274,0,5,2.5,256,6.58566,0,0,kActIdentity_274,identity_72
4,591,0,42,0.638672,512,0.310854,0,0,kActIdentity_591,identity_161
4,381,50,0,64.0,512,155.167,59.650248000000005,58.2809,kActIdentity_381,identity_103
4,538,0,5,3.375,256,9.11387,0,0,kActIdentity_538,identity_147
4,308,0,0,7.17383,512,7.4097,0,0,kActIdentity_308,identity_81
4,498,0,0,27.9824,512,25.465,0,0,kActIdentity_498,identity_135
4,05,0,0,56.1074,512,56.2741,0,0,kActIdentity_5,identity_13
4,109,0,18,0.947266,512,0.914962,0,0,kActIdentity_109,identity_25
4,546,0,0,14.0215,512,14.7257,0,0,kActIdentity_546,identity_150
4,333,31,0,64.0,512,447.63,88.02150322580647,63.7721,kActIdentity_333,identity_89
4,405,0,0,60.3281,512,59.1025,0,0,kActIdentity_405,identity_109
4,391,0,2,2.375,256,6.09639,0,0,kActIdentity_391,identity_105
4,331,10,1,64.0,512,302.473,115.44660000000002,75.3146,kActIdentity_331,identity_88
4,47,9,0,64.0,512,343.392,71.26622222222221,70.0698,kActIdentity_47,identity_8
4,54,25,0,64.0,512,1068.47,120.73559200000001,69.7298,kActIdentity_54,identity_10
4,97,0,1,3.125,256,33.6695,0,0,kActIdentity_97,identity_22
4,367,0,0,0.0449219,512,0.050001,0,0,kActIdentity_367,identity_98
4,184,4,0,63.998,512,96.6461,86.32527499999999,90.0685,kActIdentity_184,identity_46
4,122,126,0,64.0,512,173.041,64.0968404761905,60.165049999999994,kActIdentity_122,identity_29
4,07,0,0,55.3184,512,55.3648,0,0,kActIdentity_7,identity_1
4,135,0,0,0.0351562,512,0.0380829,0,0,kActIdentity_135,identity_32
4,523,39,0,64.0,512,1013.45,724.1093820512821,760.292,kActIdentity_523,identity_143
4,346,0,0,0.0449219,512,0.0442745,0,0,kActIdentity_346,identity_92
4,116,0,17,0.859375,512,0.82073,0,0,kActIdentity_116,identity_26
4,449,45,0,64.0,512,115.843,70.75231777777779,70.7615,kActIdentity_449,identity_122
4,211,0,36,0.921875,512,0.90405,0,0,kActIdentity_211,identity_53
4,454,24,0,64.0,512,105.135,68.19810833333334,66.0598,kActIdentity_454,identity_124
4,219,0,0,1.5918,512,3.06436,0,0,kActIdentity_219,identity_57
4,354,49,0,64.0,512,129.764,66.35074081632654,66.6075,kActIdentity_354,identity_95
4,420,0,0,0.0429688,512,0.0378329,0,0,kActIdentity_420,identity_113
4,281,92,0,64.0,512,434.483,66.71554673913045,58.36395,kActIdentity_281,identity_74
4,232,0,3,2.5,256,25.7711,0,0,kActIdentity_232,identity_60
4,335,0,0,0.621094,512,0.269583,0,0,kActIdentity_335,identity_90
4,162,3,0,63.998,512,68.9502,60.50896666666666,58.4006,kActIdentity_162,identity_40
4,317,11,0,64.0,512,389.215,56.952927272727266,54.0485,kActIdentity_317,identity_85
4,199,0,0,0.0371094,512,0.0397191,0,0,kActIdentity_199,identity_50
4,95,0,0,0.0488281,512,0.0315254,0,0,kActIdentity_95,identity_21
4,566,52,0,64.0,512,179.427,125.05561346153846,159.02949999999998,kActIdentity_566,identity_155
4,283,0,0,5.32031,512,6.31336,0,0,kActIdentity_283,identity_75
4,230,0,0,0.0390625,512,0.0375458,0,0,kActIdentity_230,identity_59
4,310,8,1,64.0,512,365.919,98.66369999999999,65.59365,kActIdentity_310,identity_82
4,489,0,28,0.863281,512,0.845578,0,0,kActIdentity_489,identity_133
4,205,0,12,0.976562,512,0.999999,0,0,kActIdentity_205,identity_52
4,137,0,5,2.25,256,6.42922,0,0,kActIdentity_137,identity_33
4,428,15,0,64.0,512,1134.57,203.46131333333335,84.3409,kActIdentity_428,identity_116
4,103,0,0,0.046875,512,0.0422213,0,0,kActIdentity_103,identity_23
4,515,0,0,0.0585938,512,0.0659332,0,0,kActIdentity_515,identity_140
4,264,31,0,63.998,512,147.069,63.340854838709674,61.5113,kActIdentity_264,identity_70
4,236,18,0,64.0,512,861.008,132.94403333333332,59.818,kActIdentity_236,identity_61
4,148,41,0,64.0,512,910.02,128.23902926829268,56.335,kActIdentity_148,identity_37
4,521,33,0,64.0,512,743.208,617.0029999999999,583.33,kActIdentity_521,identity_142
4,312,42,0,64.0,512,390.643,75.2560642857143,65.274,kActIdentity_312,identity_83
4,447,4,0,64.0,512,430.708,159.870575,70.05799999999999,kActIdentity_447,identity_121
4,470,60,0,64.0,512,184.324,74.98938666666666,68.0442,kActIdentity_470,identity_128
4,166,0,0,0.144531,512,0.136643,0,0,kActIdentity_166,identity_42
4,338,22,0,64.0,512,447.899,84.41800454545454,66.2958,kActIdentity_338,identity_91
4,03,8,0,64.0,512,446.714,120.07423750000001,73.5523,kActIdentity_3,identity_9
5,564,29,0,63.998,512,94.7711,84.80797586206897,86.5598,kActIdentity_564,identity_154
5,01,2,1,63.998,512,66.7177,65.45115,65.45115,kActIdentity_1,identity_5
5,81,0,5,2.625,256,13.1625,0,0,kActIdentity_81,identity_18
5,348,0,1,3.0,256,21.6495,0,0,kActIdentity_348,identity_93
5,87,0,0,0.0449219,512,0.046119,0,0,kActIdentity_87,identity_19
5,507,2,0,63.998,512,48.3203,33.63485,33.63485,kActIdentity_507,identity_139
5,215,6,1,64.0,512,380.863,114.31779999999999,60.7258,kActIdentity_215,identity_55
5,71,9,0,64.0,512,125.618,64.20405555555556,63.3048,kActIdentity_71,identity_16
5,557,0,0,0.0605469,512,0.0738359,0,0,kActIdentity_557,identity_152
5,395,0,28,0.869141,512,0.993238,0,0,kActIdentity_395,identity_106
5,222,24,0,64.0,512,646.695,37.50378416666667,35.032399999999996,kActIdentity_222,identity_58
5,44,0,0,2.66016,512,3.00568,0,0,kActIdentity_44,identity_7
5,412,17,1,64.0,512,468.247,69.38388235294117,66.7863,kActIdentity_412,identity_112
5,59,25,0,64.0,512,1180.02,127.27956800000001,71.5672,kActIdentity_59,identity_12
5,500,0,0,55.6836,512,48.7452,0,0,kActIdentity_500,identity_136
5,56,0,0,0.140625,512,0.524652,0,0,kActIdentity_56,identity_11
5,504,0,0,2.15039,512,4.57807,0,0,kActIdentity_504,identity_138
5,294,0,0,0.0371094,512,0.0405514,0,0,kActIdentity_294,identity_77
5,251,0,0,0.0390625,512,0.0237427,0,0,kActIdentity_251,identity_65
5,441,0,0,0.0566406,512,0.0264685,0,0,kActIdentity_441,identity_119
5,579,0,0,0.0566406,512,0.0603031,0,0,kActIdentity_579,identity_158
5,472,0,0,2.90039,512,2.95269,0,0,kActIdentity_472,identity_129
5,464,0,0,2.75,256,8.71648,0,0,kActIdentity_464,identity_126
5,468,3,0,64.0,512,205.757,151.36746666666667,163.088,kActIdentity_468,identity_127
5,485,0,5,2.625,256,10.1066,0,0,kActIdentity_485,identity_132
5,409,0,0,3.35547,512,4.26252,0,0,kActIdentity_409,identity_111
5,325,0,0,0.0449219,512,0.0487158,0,0,kActIdentity_325,identity_86
5,585,0,35,0.992188,512,0.999999,0,0,kActIdentity_585,identity_160
5,374,15,0,64.0,512,187.552,79.22261999999999,63.6104,kActIdentity_374,identity_100
5,105,0,2,2.625,256,9.3961,0,0,kActIdentity_105,identity_24
5,124,0,0,4.24805,512,4.65785,0,0,kActIdentity_124,identity_30
5,359,7,0,64.0,512,112.925,52.181514285714286,54.383,kActIdentity_359,identity_97
5,286,40,0,64.0,512,387.012,58.429942499999996,62.618449999999996,kActIdentity_286,identity_76
5,369,0,3,3.0,256,6.1566,0,0,kActIdentity_369,identity_99
5,378,0,0,0.792969,512,1.02759,0,0,kActIdentity_378,identity_102
5,422,0,6,2.75,256,18.1188,0,0,kActIdentity_422,identity_114
5,68,0,0,0.0625,512,0.174114,0,0,kActIdentity_68,identity_15
5,89,0,3,2.875,256,5.79339,0,0,kActIdentity_89,identity_20
5,296,0,2,2.375,256,15.6939,0,0,kActIdentity_296,identity_78
5,66,24,0,64.0,512,125.444,68.9455375,64.72874999999999,kActIdentity_66,identity_14
5,542,1,0,63.998,512,80.4685,80.4685,80.4685,kActIdentity_542,identity_148
5,201,0,4,2.375,256,10.7456,0,0,kActIdentity_201,identity_51
5,30,60,0,64.0,512,250.9,78.09689333333333,67.0091,kActIdentity_30,identity_2
5,127,46,0,64.0,512,167.28,56.25108695652173,53.40555,kActIdentity_127,identity_31
5,517,0,5,3.75,256,6.05256,0,0,kActIdentity_517,identity_141
5,525,0,0,3.54102,512,7.79519,0,0,kActIdentity_525,identity_144
5,571,1,0,63.998,512,111.624,37.0544,37.0544,kActIdentity_571,identity_157
5,186,127,0,64.0,512,301.472,66.0859653543307,57.2784,kActIdentity_186,identity_47
5,141,13,0,64.0,512,435.518,148.2809769230769,68.4848,kActIdentity_141,identity_34
5,191,60,0,64.0,512,293.156,64.27533166666666,64.22200000000001,kActIdentity_191,identity_49
5,279,15,1,63.998,512,228.178,84.97354,59.211,kActIdentity_279,identity_73
5,581,0,2,3.625,256,6.73129,0,0,kActIdentity_581,identity_159
5,403,0,0,15.6875,512,16.199,0,0,kActIdentity_403,identity_108
5,376,42,0,64.0,512,131.338,63.841573809523815,62.212450000000004,kActIdentity_376,identity_101
5,156,0,0,0.0410156,512,0.0226156,0,0,kActIdentity_156,identity_38
5,462,0,0,0.0429688,512,0.0435163,0,0,kActIdentity_462,identity_125
5,306,0,60,0.855469,512,0.959422,0,0,kActIdentity_306,identity_80
5,177,0,0,0.0410156,512,0.0446819,0,0,kActIdentity_177,identity_44
5,253,0,3,2.5,256,34.0801,0,0,kActIdentity_253,identity_66
5,544,2,0,63.998,512,101.681,33.25495,33.25495,kActIdentity_544,identity_149
5,430,0,0,0.613281,512,0.604145,0,0,kActIdentity_430,identity_117
5,42,60,0,64.0,512,356.324,79.52776166666666,69.85159999999999,kActIdentity_42,identity_6
5,213,0,0,12.502,512,9.90234,0,0,kActIdentity_213,identity_54
5,272,0,0,0.0410156,512,0.0462343,0,0,kActIdentity_272,identity_71
5,118,0,0,15.5645,512,12.5534,0,0,kActIdentity_118,identity_27
5,536,0,0,0.0605469,512,0.0174328,0,0,kActIdentity_536,identity_146
5,79,0,0,0.0410156,512,0.037254,0,0,kActIdentity_79,identity_17
5,240,0,0,0.404297,512,0.268996,0,0,kActIdentity_240,identity_63
5,356,0,0,4.21094,512,3.54492,0,0,kActIdentity_356,identity_96
5,261,0,0,1.44727,512,0.27365,0,0,kActIdentity_261,identity_69
5,32,0,0,5.93945,512,5.85947,0,0,kActIdentity_32,identity_3
5,549,0,0,60.7559,512,94.1402,0,0,kActIdentity_549,identity_151
5,143,70,0,64.0,512,1032.13,113.1452085714286,57.86555,kActIdentity_143,identity_35
5,179,0,4,2.625,256,6.13632,0,0,kActIdentity_179,identity_45
5,327,0,2,2.875,256,18.6395,0,0,kActIdentity_327,identity_87
5,164,67,0,64.0,512,137.098,66.29419701492539,63.4327,kActIdentity_164,identity_41
5,238,56,0,64.0,512,1435.12,78.91329875,34.44195,kActIdentity_238,identity_62
5,496,0,26,0.824219,512,0.818083,0,0,kActIdentity_496,identity_134
5,559,0,5,3.67969,256,6.95092,0,0,kActIdentity_559,identity_153
5,243,30,0,63.998,512,1435.39,84.53956666666664,36.7196,kActIdentity_243,identity_64
5,451,0,0,9.83008,512,13.0981,0,0,kActIdentity_451,identity_123
5,389,0,0,0.0429688,512,0.0451386,0,0,kActIdentity_389,identity_104
5,314,0,0,0.830078,512,1.32341,0,0,kActIdentity_314,identity_84
5,352,2,0,63.998,512,68.1543,54.56385,54.56385,kActIdentity_352,identity_94
5,188,0,0,8.35352,512,8.31599,0,0,kActIdentity_188,identity_48
5,433,8,0,63.998,512,1367.24,355.2962625,149.1486,kActIdentity_433,identity_118
5,257,14,0,64.0,512,98.032,54.98385714285714,53.637249999999995,kActIdentity_257,identity_67
5,483,0,0,0.0410156,512,0.0368557,0,0,kActIdentity_483,identity_131
5,502,4,0,64.0,512,52.8983,28.58718,26.1389,kActIdentity_502,identity_137
5,259,46,0,64.0,512,137.731,56.97369130434782,57.40845,kActIdentity_259,identity_68
5,593,0,0,7.19727,512,0.812609,0,0,kActIdentity_593,identity_162
5,145,0,0,0.640625,512,0.657216,0,0,kActIdentity_145,identity_36
5,426,5,0,64.0,512,420.818,155.06276,88.9822,kActIdentity_426,identity_115
5,401,0,68,0.974609,512,0.94388,0,0,kActIdentity_401,identity_107
5,217,78,0,64.0,512,649.74,55.71089102564103,44.6842,kActIdentity_217,identity_56
5,169,19,0,64.0,512,137.334,55.79217894736843,51.7916,kActIdentity_169,identity_43
5,475,19,0,64.0,512,274.22,58.79481052631579,58.3526,kActIdentity_475,identity_130
5,158,0,1,2.625,256,23.3273,0,0,kActIdentity_158,identity_39
5,120,3,0,63.998,512,70.5844,61.0246,56.3573,kActIdentity_120,identity_28
5,407,50,0,64.0,512,472.51,76.962544,65.91755,kActIdentity_407,identity_110
5,443,0,2,3.625,256,36.1888,0,0,kActIdentity_443,identity_120
5,568,0,0,5.25586,512,2.96563,0,0,kActIdentity_568,identity_156
5,35,18,0,64.0,512,245.04,65.17703333333333,62.829,kActIdentity_35,identity_4
5,528,5,0,64.0,512,539.007,469.03860000000003,536.318,kActIdentity_528,identity_145
5,300,0,18,0.943359,512,0.999888,0,0,kActIdentity_300,identity_79
5,274,0,7,2.625,256,6.38057,0,0,kActIdentity_274,identity_72
5,591,0,74,0.904297,512,0.530722,0,0,kActIdentity_591,identity_161
5,381,16,0,64.0,512,130.311,62.809825000000004,65.79555,kActIdentity_381,identity_103
5,538,0,5,3.875,256,9.39642,0,0,kActIdentity_538,identity_147
5,308,0,0,9.83008,512,7.82929,0,0,kActIdentity_308,identity_81
5,498,0,1,19.8066,512,17.8494,0,0,kActIdentity_498,identity_135
5,05,0,0,61.4941,512,61.5418,0,0,kActIdentity_5,identity_13
5,109,0,9,0.970703,512,0.957606,0,0,kActIdentity_109,identity_25
5,546,0,0,3.26953,512,7.5408,0,0,kActIdentity_546,identity_150
5,333,26,0,64.0,512,456.655,86.10036153846157,61.6673,kActIdentity_333,identity_89
5,405,1,0,63.998,512,59.6577,22.8937,22.8937,kActIdentity_405,identity_109
5,391,0,3,2.75,256,5.88204,0,0,kActIdentity_391,identity_105
5,331,10,0,64.0,512,269.778,107.52715,72.76214999999999,kActIdentity_331,identity_88
5,47,13,0,64.0,512,353.318,68.76263846153846,68.8408,kActIdentity_47,identity_8
5,54,47,0,64.0,512,1180.55,102.03669574468087,69.3715,kActIdentity_54,identity_10
5,97,0,3,2.75,256,32.5949,0,0,kActIdentity_97,identity_22
5,367,0,0,0.046875,512,0.0545192,0,0,kActIdentity_367,identity_98
5,184,3,0,63.998,512,110.41,97.9794,109.547,kActIdentity_184,identity_46
5,122,123,0,64.0,512,171.938,63.247780487804874,58.137,kActIdentity_122,identity_29
5,07,0,0,57.2598,512,57.1693,0,0,kActIdentity_7,identity_1
5,135,0,0,0.0351562,512,0.0380434,0,0,kActIdentity_135,identity_32
5,523,4,0,64.0,512,546.802,456.11625,542.3634999999999,kActIdentity_523,identity_143
5,346,0,0,0.046875,512,0.0473975,0,0,kActIdentity_346,identity_92
5,116,0,13,0.777344,512,0.717519,0,0,kActIdentity_116,identity_26
5,449,46,0,64.0,512,213.402,73.61482608695651,66.32115,kActIdentity_449,identity_122
5,211,0,36,0.921875,512,0.906206,0,0,kActIdentity_211,identity_53
5,454,24,0,64.0,512,200.304,66.10157916666667,66.04115,kActIdentity_454,identity_124
5,219,0,0,1.95117,512,3.04448,0,0,kActIdentity_219,identity_57
5,354,36,0,64.0,512,116.47,59.304926388888894,62.88915,kActIdentity_354,identity_95
5,420,0,0,0.0429688,512,0.0386949,0,0,kActIdentity_420,identity_113
5,281,94,0,64.0,512,393.184,61.27868510638299,53.5406,kActIdentity_281,identity_74
5,232,0,1,2.5,256,26.2908,0,0,kActIdentity_232,identity_60
5,335,0,0,0.359375,512,0.108942,0,0,kActIdentity_335,identity_90
5,162,2,1,63.998,512,56.6596,56.4641,56.4641,kActIdentity_162,identity_40
5,317,8,0,64.0,512,382.617,45.061375,47.2445,kActIdentity_317,identity_85
5,199,0,0,0.0371094,512,0.0366548,0,0,kActIdentity_199,identity_50
5,95,0,0,0.0429688,512,0.0276222,0,0,kActIdentity_95,identity_21
5,566,2,0,64.0,512,108.659,28.47585,28.47585,kActIdentity_566,identity_155
5,283,0,0,5.40039,512,6.17227,0,0,kActIdentity_283,identity_75
5,230,0,0,0.0390625,512,0.0406541,0,0,kActIdentity_230,identity_59
5,310,8,0,64.0,512,389.487,105.689675,68.16935000000001,kActIdentity_310,identity_82
5,489,0,24,0.871094,512,0.784763,0,0,kActIdentity_489,identity_133
5,205,0,11,0.976562,512,1.0,0,0,kActIdentity_205,identity_52
5,137,0,0,2.25,256,6.3639,0,0,kActIdentity_137,identity_33
5,428,15,0,64.0,512,1367.84,229.68305333333328,76.3383,kActIdentity_428,identity_116
5,103,0,0,0.0410156,512,0.0383452,0,0,kActIdentity_103,identity_23
5,515,0,0,0.0585938,512,0.125259,0,0,kActIdentity_515,identity_140
5,264,17,2,64.0,512,138.005,52.14723529411765,52.6246,kActIdentity_264,identity_70
5,236,20,0,64.0,512,803.317,104.68087500000001,34.3464,kActIdentity_236,identity_61
5,148,35,0,64.0,512,1031.47,151.85800285714285,63.321,kActIdentity_148,identity_37
5,521,33,0,64.0,512,481.785,387.32663636363634,364.33,kActIdentity_521,identity_142
5,312,24,0,64.0,512,383.941,77.99148333333333,58.2517,kActIdentity_312,identity_83
5,447,4,0,64.0,512,317.473,133.230525,76.22200000000001,kActIdentity_447,identity_121
5,470,71,0,64.0,512,277.173,78.53442253521125,66.0496,kActIdentity_470,identity_128
5,166,0,0,0.357422,512,0.236052,0,0,kActIdentity_166,identity_42
5,338,19,0,64.0,512,456.764,81.34843157894738,60.4387,kActIdentity_338,identity_91
5,03,10,0,64.0,512,451.01,117.64978,74.33135,kActIdentity_3,identity_9
6,564,3,0,63.998,512,80.2624,73.64583333333333,71.0416,kActIdentity_564,identity_154
6,01,1,0,63.998,512,97.5678,97.5678,97.5678,kActIdentity_1,identity_5
6,81,0,4,2.75,256,15.9663,0,0,kActIdentity_81,identity_18
6,348,0,3,3.125,256,22.3481,0,0,kActIdentity_348,identity_93
6,87,0,0,0.0488281,512,0.0521836,0,0,kActIdentity_87,identity_19
6,507,31,0,64.0,512,50.9532,33.98709064516129,36.9133,kActIdentity_507,identity_139
6,215,8,0,64.0,512,331.32,92.52766249999999,56.882400000000004,kActIdentity_215,identity_55
6,71,2,0,64.0,512,113.481,66.36675,66.36675,kActIdentity_71,identity_16
6,557,0,0,0.046875,512,0.0619415,0,0,kActIdentity_557,identity_152
6,395,0,25,0.882812,512,0.989952,0,0,kActIdentity_395,identity_106
6,222,15,0,64.0,512,601.654,44.13770666666666,47.1114,kActIdentity_222,identity_58
6,44,0,0,2.75781,512,3.14384,0,0,kActIdentity_44,identity_7
6,412,14,0,64.0,512,305.56,54.57800714285714,52.722300000000004,kActIdentity_412,identity_112
6,59,12,0,63.998,512,1174.77,73.62049166666667,69.74080000000001,kActIdentity_59,identity_12
6,500,0,0,52.293,512,47.4914,0,0,kActIdentity_500,identity_136
6,56,0,0,0.0644531,512,0.676219,0,0,kActIdentity_56,identity_11
6,504,0,0,14.9941,512,6.14901,0,0,kActIdentity_504,identity_138
6,294,0,0,0.0390625,512,0.0422773,0,0,kActIdentity_294,identity_77
6,251,0,0,0.0410156,512,0.0259236,0,0,kActIdentity_251,identity_65
6,441,0,0,0.0566406,512,0.0297605,0,0,kActIdentity_441,identity_119
6,579,0,0,0.0371094,512,0.0558535,0,0,kActIdentity_579,identity_158
6,472,0,0,2.16406,512,2.05628,0,0,kActIdentity_472,identity_129
6,464,0,2,2.875,256,4.09382,0,0,kActIdentity_464,identity_126
6,468,4,0,64.0,512,170.442,123.90277499999999,124.49744999999999,kActIdentity_468,identity_127
6,485,0,7,2.75,256,8.8218,0,0,kActIdentity_485,identity_132
6,409,0,0,1.11133,512,2.22409,0,0,kActIdentity_409,identity_111
6,325,0,0,0.046875,512,0.0462711,0,0,kActIdentity_325,identity_86
6,585,0,40,0.980469,512,0.999998,0,0,kActIdentity_585,identity_160
6,374,5,0,63.998,512,183.756,132.3877,118.61,kActIdentity_374,identity_100
6,105,0,2,2.75,256,12.0549,0,0,kActIdentity_105,identity_24
6,124,0,0,3.49219,512,4.35993,0,0,kActIdentity_124,identity_30
6,359,8,0,64.0,512,121.031,42.6679,41.6336,kActIdentity_359,identity_97
6,286,31,0,64.0,512,369.366,52.68199032258064,61.3965,kActIdentity_286,identity_76
6,369,0,3,3.0,256,6.12146,0,0,kActIdentity_369,identity_99
6,378,0,0,1.33984,512,1.71008,0,0,kActIdentity_378,identity_102
